"S_No","Price","Date of Transfer","Postcode","Town/City","District","County","Short Postcode"
41,515000,2021,"TN12 0JW","TONBRIDGE","MAIDSTONE","KENT","TN12 "
42,625000,2021,"GU10 1DN","FARNHAM","GUILDFORD","SURREY","GU10 "
43,295000,2021,"RH1 5PP","REDHILL","TANDRIDGE","SURREY","RH1 5"
44,255000,2021,"BR8 8EN","SWANLEY","SEVENOAKS","KENT","BR8 8"
45,720000,2021,"TN27 0AX","ASHFORD","ASHFORD","KENT","TN27 "
46,3e+05,2021,"TN17 1JR","CRANBROOK","TUNBRIDGE WELLS","KENT","TN17 "
47,219000,2021,"CT20 3RP","FOLKESTONE","FOLKESTONE AND HYTHE","KENT","CT20 "
48,362500,2021,"ME19 4EQ","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
49,265000,2021,"ME15 0LR","MAIDSTONE","MAIDSTONE","KENT","ME15 "
50,280000,2021,"CT7 0QQ","BIRCHINGTON","THANET","KENT","CT7 0"
51,291000,2021,"ME17 3AD","MAIDSTONE","MAIDSTONE","KENT","ME17 "
52,263000,2021,"ME9 8JT","SITTINGBOURNE","SWALE","KENT","ME9 8"
53,380000,2021,"ME17 1NR","MAIDSTONE","MAIDSTONE","KENT","ME17 "
54,225000,2021,"CT14 7JU","DEAL","DOVER","KENT","CT14 "
55,245000,2021,"CT9 2LQ","MARGATE","THANET","KENT","CT9 2"
56,182500,2021,"CT14 7JT","DEAL","DOVER","KENT","CT14 "
57,395000,2021,"ME19 5DF","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
58,180000,2021,"TN28 8NT","NEW ROMNEY","FOLKESTONE AND HYTHE","KENT","TN28 "
59,245000,2021,"CT7 0LE","BIRCHINGTON","THANET","KENT","CT7 0"
60,308000,2021,"ME14 4EW","MAIDSTONE","MAIDSTONE","KENT","ME14 "
61,257500,2021,"CT14 7HJ","DEAL","DOVER","KENT","CT14 "
62,412500,2021,"CT4 6TL","CANTERBURY","FOLKESTONE AND HYTHE","KENT","CT4 6"
63,630000,2021,"ME17 3RZ","MAIDSTONE","MAIDSTONE","KENT","ME17 "
64,9e+05,2021,"TN17 2AN","CRANBROOK","TUNBRIDGE WELLS","KENT","TN17 "
65,330000,2021,"CT3 1LJ","CANTERBURY","DOVER","KENT","CT3 1"
66,550000,2021,"TN12 9AY","TONBRIDGE","MAIDSTONE","KENT","TN12 "
67,172500,2021,"TN11 9BS","TONBRIDGE","TONBRIDGE AND MALLING","KENT","TN11 "
68,365000,2021,"TN4 0NU","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN4 0"
69,154000,2021,"TN23 3RG","ASHFORD","ASHFORD","KENT","TN23 "
70,340000,2021,"TN25 4JA","ASHFORD","ASHFORD","KENT","TN25 "
71,495000,2021,"CT21 4EX","HYTHE","FOLKESTONE AND HYTHE","KENT","CT21 "
72,172500,2021,"TN11 9BS","TONBRIDGE","TONBRIDGE AND MALLING","KENT","TN11 "
73,282000,2021,"ME17 4NH","MAIDSTONE","MAIDSTONE","KENT","ME17 "
74,455000,2021,"TN12 8BW","TONBRIDGE","TUNBRIDGE WELLS","KENT","TN12 "
75,76000,2021,"CT9 2HN","MARGATE","THANET","KENT","CT9 2"
76,740000,2021,"TN8 7JR","EDENBRIDGE","SEVENOAKS","KENT","TN8 7"
77,375000,2021,"ME9 0PT","SITTINGBOURNE","SWALE","KENT","ME9 0"
78,840000,2021,"TN14 6EY","SEVENOAKS","SEVENOAKS","KENT","TN14 "
79,345000,2021,"CT6 7JU","HERNE BAY","CANTERBURY","KENT","CT6 7"
80,725000,2021,"TN15 0HB","SEVENOAKS","TONBRIDGE AND MALLING","KENT","TN15 "
81,155000,2021,"TN15 8NY","SEVENOAKS","TONBRIDGE AND MALLING","KENT","TN15 "
82,305000,2021,"CT3 1DS","CANTERBURY","DOVER","KENT","CT3 1"
83,165000,2021,"DA11 9QP","GRAVESEND","GRAVESHAM","KENT","DA11 "
84,95000,2021,"CT9 2EQ","MARGATE","THANET","KENT","CT9 2"
85,185000,2021,"TN4 0DS","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN4 0"
86,590000,2021,"TN27 0JJ","ASHFORD","ASHFORD","KENT","TN27 "
87,635000,2021,"ME17 3EW","MAIDSTONE","MAIDSTONE","KENT","ME17 "
88,222250,2021,"CT17 0TW","DOVER","DOVER","KENT","CT17 "
89,255000,2021,"DA2 7HR","DARTFORD","DARTFORD","KENT","DA2 7"
90,165000,2021,"ME18 5BF","MAIDSTONE","MAIDSTONE","KENT","ME18 "
91,116000,2021,"ME14 2HJ","MAIDSTONE","MAIDSTONE","KENT","ME14 "
92,545000,2021,"ME18 6EG","MAIDSTONE","MAIDSTONE","KENT","ME18 "
93,137000,2021,"TN29 0XL","ROMNEY MARSH","FOLKESTONE AND HYTHE","KENT","TN29 "
94,4e+05,2021,"TN23 3EX","ASHFORD","ASHFORD","KENT","TN23 "
95,307500,2021,"ME17 1UJ","MAIDSTONE","MAIDSTONE","KENT","ME17 "
96,418000,2021,"ME14 4EP","MAIDSTONE","MAIDSTONE","KENT","ME14 "
97,199999,2021,"CT2 8NP","CANTERBURY","CANTERBURY","KENT","CT2 8"
98,165000,2021,"ME18 6HS","MAIDSTONE","MAIDSTONE","KENT","ME18 "
99,163000,2021,"CT9 3YQ","MARGATE","THANET","KENT","CT9 3"
100,735000,2021,"TN8 7DU","EDENBRIDGE","SEVENOAKS","KENT","TN8 7"
101,565000,2021,"CT20 3SU","FOLKESTONE","FOLKESTONE AND HYTHE","KENT","CT20 "
102,165000,2021,"ME15 6BP","MAIDSTONE","MAIDSTONE","KENT","ME15 "
103,160000,2021,"ME20 7HW","AYLESFORD","TONBRIDGE AND MALLING","KENT","ME20 "
104,192500,2021,"CT14 7UF","DEAL","DOVER","KENT","CT14 "
105,250000,2021,"ME1 3GF","ROCHESTER","TONBRIDGE AND MALLING","KENT","ME1 3"
106,440000,2021,"TN12 0JW","TONBRIDGE","MAIDSTONE","KENT","TN12 "
107,362500,2021,"CT15 7DF","DOVER","DOVER","KENT","CT15 "
108,287500,2021,"ME14 4HP","MAIDSTONE","MAIDSTONE","KENT","ME14 "
109,85000,2021,"CT9 2GB","MARGATE","THANET","KENT","CT9 2"
110,360000,2021,"DA10 1BT","SWANSCOMBE","DARTFORD","KENT","DA10 "
111,605000,2021,"TN25 4AR","ASHFORD","ASHFORD","KENT","TN25 "
112,540000,2021,"CT16 3PU","DOVER","DOVER","KENT","CT16 "
113,550000,2021,"CT16 3PU","DOVER","DOVER","KENT","CT16 "
114,243000,2021,"ME19 5FE","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
115,530000,2021,"CT16 3PU","DOVER","DOVER","KENT","CT16 "
116,375000,2021,"CT13 0FR","SANDWICH","DOVER","KENT","CT13 "
117,365000,2021,"CT13 0FR","SANDWICH","DOVER","KENT","CT13 "
118,270000,2021,"TN18 4AQ","CRANBROOK","TUNBRIDGE WELLS","KENT","TN18 "
119,325000,2021,"ME14 3AD","MAIDSTONE","MAIDSTONE","KENT","ME14 "
120,195000,2021,"CT9 2EQ","MARGATE","THANET","KENT","CT9 2"
121,222000,2021,"TN28 8NA","NEW ROMNEY","FOLKESTONE AND HYTHE","KENT","TN28 "
122,530000,2021,"CT16 3PU","DOVER","DOVER","KENT","CT16 "
123,555000,2021,"ME18 6FH","MAIDSTONE","MAIDSTONE","KENT","ME18 "
124,370000,2021,"CT13 0FR","SANDWICH","DOVER","KENT","CT13 "
125,550000,2021,"CT9 2JZ","MARGATE","THANET","KENT","CT9 2"
126,640000,2021,"CT14 7PP","DEAL","DOVER","KENT","CT14 "
127,225000,2021,"TN12 9HY","TONBRIDGE","MAIDSTONE","KENT","TN12 "
128,255000,2021,"ME18 5ER","MAIDSTONE","MAIDSTONE","KENT","ME18 "
129,665000,2021,"TN25 4BW","ASHFORD","ASHFORD","KENT","TN25 "
130,725000,2021,"TN25 4BW","ASHFORD","ASHFORD","KENT","TN25 "
131,149815,2021,"DA11 9AQ","GRAVESEND","DARTFORD","KENT","DA11 "
132,350000,2021,"ME17 1DU","MAIDSTONE","MAIDSTONE","KENT","ME17 "
133,975000,2021,"CT4 5RD","CANTERBURY","CANTERBURY","KENT","CT4 5"
134,143000,2021,"TN14 5GZ","SEVENOAKS","SEVENOAKS","KENT","TN14 "
135,547500,2021,"CT3 1DN","CANTERBURY","DOVER","KENT","CT3 1"
136,535000,2021,"CT16 3PU","DOVER","DOVER","KENT","CT16 "
137,540000,2021,"CT16 3PU","DOVER","DOVER","KENT","CT16 "
138,470000,2021,"TN25 4ER","ASHFORD","ASHFORD","KENT","TN25 "
139,345000,2021,"CT14 0DW","DEAL","DOVER","KENT","CT14 "
140,461500,2021,"KT23 3EA","LEATHERHEAD","MOLE VALLEY","SURREY","KT23 "
141,750000,2021,"CT4 5RD","CANTERBURY","CANTERBURY","KENT","CT4 5"
142,410000,2021,"CT15 5AG","DOVER","DOVER","KENT","CT15 "
143,675000,2021,"CT4 5RD","CANTERBURY","CANTERBURY","KENT","CT4 5"
144,425000,2021,"CT13 0FR","SANDWICH","DOVER","KENT","CT13 "
145,485000,2021,"CT21 4EX","HYTHE","FOLKESTONE AND HYTHE","KENT","CT21 "
146,280000,2021,"TN17 2AX","CRANBROOK","TUNBRIDGE WELLS","KENT","TN17 "
147,275000,2021,"CT7 0PN","BIRCHINGTON","THANET","KENT","CT7 0"
148,290000,2021,"TN26 3AG","ASHFORD","ASHFORD","KENT","TN26 "
149,175000,2021,"CT18 7SH","FOLKESTONE","FOLKESTONE AND HYTHE","KENT","CT18 "
150,220000,2021,"TN12 7JR","TONBRIDGE","TUNBRIDGE WELLS","KENT","TN12 "
151,165000,2021,"CT11 0QP","RAMSGATE","THANET","KENT","CT11 "
152,137000,2021,"CT9 2QN","MARGATE","THANET","KENT","CT9 2"
153,229000,2021,"TN18 4EY","CRANBROOK","TUNBRIDGE WELLS","KENT","TN18 "
154,280000,2021,"ME14 4RE","MAIDSTONE","MAIDSTONE","KENT","ME14 "
155,330000,2021,"CT14 7HE","DEAL","DOVER","KENT","CT14 "
156,650000,2021,"TN3 0JR","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN3 0"
157,267000,2021,"TN12 6QF","TONBRIDGE","MAIDSTONE","KENT","TN12 "
158,490000,2021,"RH5 6JY","DORKING","MOLE VALLEY","SURREY","RH5 6"
159,303000,2021,"KT12 4LP","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
160,447500,2021,"TN15 7BQ","SEVENOAKS","TONBRIDGE AND MALLING","KENT","TN15 "
161,365000,2021,"CT20 3DX","FOLKESTONE","FOLKESTONE AND HYTHE","KENT","CT20 "
162,288000,2021,"TN14 6DU","SEVENOAKS","SEVENOAKS","KENT","TN14 "
163,233000,2021,"TN4 0NT","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN4 0"
164,213000,2021,"TN26 3AU","ASHFORD","ASHFORD","KENT","TN26 "
165,177000,2021,"DA11 8DG","GRAVESEND","GRAVESHAM","KENT","DA11 "
166,350000,2021,"KT12 5AD","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
167,255000,2021,"RH1 3BN","REDHILL","REIGATE AND BANSTEAD","SURREY","RH1 3"
168,265000,2021,"TW20 0QY","EGHAM","RUNNYMEDE","SURREY","TW20 "
169,176500,2021,"DA11 9NL","GRAVESEND","GRAVESHAM","KENT","DA11 "
170,575000,2021,"TN3 8DA","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN3 8"
171,190000,2021,"CT3 1RQ","CANTERBURY","CANTERBURY","KENT","CT3 1"
172,215000,2021,"CT4 7TZ","CANTERBURY","CANTERBURY","KENT","CT4 7"
173,133000,2021,"CT9 2DD","MARGATE","THANET","KENT","CT9 2"
174,158000,2021,"ME12 3FF","SHEERNESS","SWALE","KENT","ME12 "
175,302500,2021,"KT12 5NU","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
176,282500,2021,"KT15 3LW","ADDLESTONE","RUNNYMEDE","SURREY","KT15 "
177,450000,2021,"ME18 5JN","MAIDSTONE","TONBRIDGE AND MALLING","KENT","ME18 "
178,473910,2021,"CT3 1DS","CANTERBURY","DOVER","KENT","CT3 1"
179,167500,2021,"TN11 9BS","TONBRIDGE","TONBRIDGE AND MALLING","KENT","TN11 "
180,412000,2021,"TN27 0JL","ASHFORD","ASHFORD","KENT","TN27 "
181,1550000,2021,"GU5 0PT","GUILDFORD","WAVERLEY","SURREY","GU5 0"
182,287500,2021,"TN18 4DL","CRANBROOK","TUNBRIDGE WELLS","KENT","TN18 "
183,207000,2021,"CT20 3DS","FOLKESTONE","FOLKESTONE AND HYTHE","KENT","CT20 "
184,170000,2021,"TN18 4AL","CRANBROOK","TUNBRIDGE WELLS","KENT","TN18 "
185,18000,2021,"RH6 0ES","DORKING","MOLE VALLEY","SURREY","RH6 0"
186,5050000,2021,"SL5 0EP","ASCOT","SURREY HEATH","SURREY","SL5 0"
187,7e+05,2021,"KT23 4HL","LEATHERHEAD","MOLE VALLEY","SURREY","KT23 "
188,283000,2021,"GU16 6FH","CAMBERLEY","SURREY HEATH","SURREY","GU16 "
189,475000,2021,"TN25 7HB","ASHFORD","ASHFORD","KENT","TN25 "
190,499950,2021,"GU23 7LA","WOKING","GUILDFORD","SURREY","GU23 "
191,113500,2021,"CT9 2HS","MARGATE","THANET","KENT","CT9 2"
192,120000,2021,"TN15 8NY","SEVENOAKS","TONBRIDGE AND MALLING","KENT","TN15 "
193,157000,2021,"ME9 9PS","SITTINGBOURNE","SWALE","KENT","ME9 9"
194,198000,2021,"ME20 6GT","AYLESFORD","TONBRIDGE AND MALLING","KENT","ME20 "
195,540000,2021,"GU10 3BG","FARNHAM","WAVERLEY","SURREY","GU10 "
196,345000,2021,"GU16 6GU","CAMBERLEY","SURREY HEATH","SURREY","GU16 "
197,225000,2021,"CT20 3RP","FOLKESTONE","FOLKESTONE AND HYTHE","KENT","CT20 "
198,302500,2021,"KT17 1FL","EPSOM","EPSOM AND EWELL","SURREY","KT17 "
199,302500,2021,"KT17 1FL","EPSOM","EPSOM AND EWELL","SURREY","KT17 "
200,120000,2021,"TN15 8NY","SEVENOAKS","TONBRIDGE AND MALLING","KENT","TN15 "
201,2e+05,2021,"DA13 0HR","GRAVESEND","GRAVESHAM","KENT","DA13 "
202,227500,2021,"ME20 6GE","AYLESFORD","TONBRIDGE AND MALLING","KENT","ME20 "
203,355000,2021,"GU16 6GU","CAMBERLEY","SURREY HEATH","SURREY","GU16 "
204,485000,2021,"GU16 6GU","CAMBERLEY","SURREY HEATH","SURREY","GU16 "
205,350000,2021,"GU16 6GU","CAMBERLEY","SURREY HEATH","SURREY","GU16 "
206,375000,2021,"GU16 6GU","CAMBERLEY","SURREY HEATH","SURREY","GU16 "
207,295000,2021,"GU16 6FH","CAMBERLEY","SURREY HEATH","SURREY","GU16 "
208,62000,2021,"CT9 2LA","MARGATE","THANET","KENT","CT9 2"
209,365000,2021,"KT17 1FL","EPSOM","EPSOM AND EWELL","SURREY","KT17 "
210,360000,2021,"CT3 4LL","CANTERBURY","CANTERBURY","KENT","CT3 4"
211,278000,2021,"GU16 6FH","CAMBERLEY","SURREY HEATH","SURREY","GU16 "
212,280000,2021,"GU16 6FH","CAMBERLEY","SURREY HEATH","SURREY","GU16 "
213,3e+05,2021,"GU16 6FH","CAMBERLEY","SURREY HEATH","SURREY","GU16 "
214,285000,2021,"CT14 7DN","DEAL","DOVER","KENT","CT14 "
215,190000,2021,"TN15 8NY","SEVENOAKS","TONBRIDGE AND MALLING","KENT","TN15 "
216,498000,2021,"ME13 9JN","FAVERSHAM","SWALE","KENT","ME13 "
217,615000,2021,"TN15 6XR","SEVENOAKS","SEVENOAKS","KENT","TN15 "
218,175000,2021,"CT20 3RP","FOLKESTONE","FOLKESTONE AND HYTHE","KENT","CT20 "
219,8e+05,2021,"CT15 5AX","DOVER","DOVER","KENT","CT15 "
220,195000,2021,"TN26 3DA","ASHFORD","ASHFORD","KENT","TN26 "
221,785000,2021,"CT14 8EU","DEAL","DOVER","KENT","CT14 "
222,575000,2021,"TN8 7AD","EDENBRIDGE","SEVENOAKS","KENT","TN8 7"
223,915000,2021,"ME13 0AD","FAVERSHAM","SWALE","KENT","ME13 "
224,295000,2021,"TN12 0DH","TONBRIDGE","MAIDSTONE","KENT","TN12 "
225,150000,2021,"TN28 8NF","NEW ROMNEY","FOLKESTONE AND HYTHE","KENT","TN28 "
226,720000,2021,"TN27 0AQ","ASHFORD","ASHFORD","KENT","TN27 "
227,125000,2021,"CT9 3BG","MARGATE","THANET","KENT","CT9 3"
228,279500,2021,"TN15 8PS","SEVENOAKS","TONBRIDGE AND MALLING","KENT","TN15 "
229,285000,2021,"ME16 9NB","MAIDSTONE","MAIDSTONE","KENT","ME16 "
230,145000,2021,"CT15 4HH","DOVER","DOVER","KENT","CT15 "
231,158550,2021,"CT9 2LF","MARGATE","THANET","KENT","CT9 2"
232,2e+05,2021,"ME19 5FE","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
233,75995,2021,"ME12 4QR","SHEERNESS","SWALE","KENT","ME12 "
234,370000,2021,"GU16 6GU","CAMBERLEY","SURREY HEATH","SURREY","GU16 "
235,490000,2021,"GU4 7TF","GUILDFORD","GUILDFORD","SURREY","GU4 7"
236,254000,2021,"TN17 4DU","CRANBROOK","TUNBRIDGE WELLS","KENT","TN17 "
237,715000,2021,"GU23 6BZ","WOKING","GUILDFORD","SURREY","GU23 "
238,1250000,2021,"GU8 6BG","GODALMING","WAVERLEY","SURREY","GU8 6"
239,220000,2021,"GU12 6BE","ALDERSHOT","GUILDFORD","SURREY","GU12 "
240,570000,2021,"CR3 7EA","CATERHAM","TANDRIDGE","SURREY","CR3 7"
241,195000,2021,"GU5 0ER","GUILDFORD","WAVERLEY","SURREY","GU5 0"
242,442900,2021,"GU8 5EX","GODALMING","WAVERLEY","SURREY","GU8 5"
243,790000,2021,"ME19 5JF","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
244,665000,2021,"KT10 0JD","ESHER","ELMBRIDGE","SURREY","KT10 "
245,467500,2021,"KT20 7ES","TADWORTH","REIGATE AND BANSTEAD","SURREY","KT20 "
246,250500,2021,"GU3 2JJ","GUILDFORD","GUILDFORD","SURREY","GU3 2"
247,305000,2021,"KT14 7QS","WEST BYFLEET","WOKING","SURREY","KT14 "
248,305000,2021,"RH1 5RU","REDHILL","TANDRIDGE","SURREY","RH1 5"
249,350000,2021,"GU5 0JZ","GUILDFORD","WAVERLEY","SURREY","GU5 0"
250,1290000,2021,"KT16 0QG","CHERTSEY","RUNNYMEDE","SURREY","KT16 "
251,380000,2021,"GU6 8HP","CRANLEIGH","WAVERLEY","SURREY","GU6 8"
252,590000,2021,"RH4 3NU","DORKING","MOLE VALLEY","SURREY","RH4 3"
253,275000,2021,"KT23 3ES","LEATHERHEAD","MOLE VALLEY","SURREY","KT23 "
254,2400,2021,"KT24 5JP","LEATHERHEAD","GUILDFORD","SURREY","KT24 "
255,240000,2021,"KT17 1QL","EPSOM","EPSOM AND EWELL","SURREY","KT17 "
256,385000,2021,"GU26 6BT","HINDHEAD","WAVERLEY","SURREY","GU26 "
257,370000,2021,"KT14 7PP","WEST BYFLEET","WOKING","SURREY","KT14 "
258,252000,2021,"RH1 4HQ","REDHILL","TANDRIDGE","SURREY","RH1 4"
259,96000,2021,"KT12 5AJ","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
260,225000,2021,"GU8 5RH","GODALMING","WAVERLEY","SURREY","GU8 5"
261,270000,2021,"GU22 9DS","WOKING","WOKING","SURREY","GU22 "
262,759200,2021,"GU8 5TT","GODALMING","WAVERLEY","SURREY","GU8 5"
263,320000,2021,"RH9 8EZ","GODSTONE","TANDRIDGE","SURREY","RH9 8"
264,185000,2021,"ME19 5GQ","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
265,521500,2021,"RH6 0DA","HORLEY","MOLE VALLEY","SURREY","RH6 0"
266,492000,2021,"KT6 6ND","SURBITON","ELMBRIDGE","SURREY","KT6 6"
267,295000,2021,"GU5 9HF","GUILDFORD","GUILDFORD","SURREY","GU5 9"
268,225000,2021,"GU8 5RH","GODALMING","WAVERLEY","SURREY","GU8 5"
269,90000,2021,"KT20 6AN","TADWORTH","REIGATE AND BANSTEAD","SURREY","KT20 "
270,288000,2021,"KT12 4BU","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
271,277500,2021,"GU8 5LY","GODALMING","WAVERLEY","SURREY","GU8 5"
272,705000,2021,"GU8 5TT","GODALMING","WAVERLEY","SURREY","GU8 5"
273,925000,2021,"GU8 5TT","GODALMING","WAVERLEY","SURREY","GU8 5"
274,935000,2021,"CT20 3TT","FOLKESTONE","FOLKESTONE AND HYTHE","KENT","CT20 "
275,425000,2021,"CR5 3QN","COULSDON","REIGATE AND BANSTEAD","SURREY","CR5 3"
276,196000,2021,"KT14 7BE","WEST BYFLEET","WOKING","SURREY","KT14 "
277,349000,2021,"CT4 6FE","CANTERBURY","CANTERBURY","KENT","CT4 6"
278,657000,2021,"CT20 3TU","FOLKESTONE","FOLKESTONE AND HYTHE","KENT","CT20 "
279,975000,2021,"CT20 3TU","FOLKESTONE","FOLKESTONE AND HYTHE","KENT","CT20 "
280,995000,2021,"CT20 3TW","FOLKESTONE","FOLKESTONE AND HYTHE","KENT","CT20 "
281,550000,2021,"TW20 0PH","EGHAM","RUNNYMEDE","SURREY","TW20 "
282,165000,2021,"GU12 5AS","ALDERSHOT","GUILDFORD","SURREY","GU12 "
283,112000,2021,"GU21 2FY","WOKING","WOKING","SURREY","GU21 "
284,293000,2021,"GU21 2FT","WOKING","WOKING","SURREY","GU21 "
285,140000,2021,"KT23 3EX","LEATHERHEAD","MOLE VALLEY","SURREY","KT23 "
286,550000,2021,"GU8 5NG","GODALMING","WAVERLEY","SURREY","GU8 5"
287,302500,2021,"ME19 4SH","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
288,950000,2021,"CT20 3TT","FOLKESTONE","FOLKESTONE AND HYTHE","KENT","CT20 "
289,307500,2021,"ME19 4SH","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
290,685000,2021,"CT20 3TW","FOLKESTONE","FOLKESTONE AND HYTHE","KENT","CT20 "
291,417500,2021,"RH9 8JS","GODSTONE","TANDRIDGE","SURREY","RH9 8"
292,550000,2021,"KT22 0SB","LEATHERHEAD","ELMBRIDGE","SURREY","KT22 "
293,335000,2021,"KT10 0AT","ESHER","ELMBRIDGE","SURREY","KT10 "
294,310000,2021,"TN12 9QL","TONBRIDGE","MAIDSTONE","KENT","TN12 "
295,299950,2021,"ME19 5GS","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
296,170000,2021,"ME12 2GA","SHEERNESS","SWALE","KENT","ME12 "
297,399000,2021,"CT20 3AA","FOLKESTONE","FOLKESTONE AND HYTHE","KENT","CT20 "
298,365000,2021,"KT20 7UJ","TADWORTH","REIGATE AND BANSTEAD","SURREY","KT20 "
299,330000,2021,"TN14 5FX","SEVENOAKS","SEVENOAKS","KENT","TN14 "
300,590000,2021,"GU5 9EQ","GUILDFORD","GUILDFORD","SURREY","GU5 9"
301,242500,2021,"KT14 7RZ","WEST BYFLEET","WOKING","SURREY","KT14 "
302,588000,2021,"RH5 6SA","DORKING","GUILDFORD","SURREY","RH5 6"
303,260000,2021,"GU2 7QY","GUILDFORD","GUILDFORD","SURREY","GU2 7"
304,3e+05,2021,"KT12 4ER","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
305,112860,2021,"KT12 4ER","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
306,150000,2021,"ME9 7JL","SITTINGBOURNE","SWALE","KENT","ME9 7"
307,315000,2021,"TN8 7JQ","EDENBRIDGE","SEVENOAKS","KENT","TN8 7"
308,165000,2021,"ME15 6BP","MAIDSTONE","MAIDSTONE","KENT","ME15 "
309,682500,2021,"KT22 0SD","LEATHERHEAD","ELMBRIDGE","SURREY","KT22 "
310,250000,2021,"CT2 0QS","CANTERBURY","CANTERBURY","KENT","CT2 0"
311,165000,2021,"ME17 3RG","MAIDSTONE","MAIDSTONE","KENT","ME17 "
312,240000,2021,"CT3 1AE","CANTERBURY","DOVER","KENT","CT3 1"
313,335000,2021,"ME18 5GA","MAIDSTONE","MAIDSTONE","KENT","ME18 "
314,227000,2021,"CT20 3DY","FOLKESTONE","FOLKESTONE AND HYTHE","KENT","CT20 "
315,208000,2021,"ME12 2GB","SHEERNESS","SWALE","KENT","ME12 "
316,345000,2021,"GU16 6GU","CAMBERLEY","SURREY HEATH","SURREY","GU16 "
317,3e+05,2021,"KT16 0DB","CHERTSEY","RUNNYMEDE","SURREY","KT16 "
318,470000,2021,"TN15 6JS","SEVENOAKS","SEVENOAKS","KENT","TN15 "
319,460000,2021,"TN12 7PA","TONBRIDGE","TUNBRIDGE WELLS","KENT","TN12 "
320,290000,2021,"TN3 0PQ","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN3 0"
321,175000,2021,"TN4 0SQ","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN4 0"
322,60000,2021,"CT9 2JX","MARGATE","THANET","KENT","CT9 2"
323,419950,2021,"KT16 0DB","CHERTSEY","RUNNYMEDE","SURREY","KT16 "
324,290000,2021,"KT16 0DB","CHERTSEY","RUNNYMEDE","SURREY","KT16 "
325,506500,2021,"GU10 4SL","FARNHAM","WAVERLEY","SURREY","GU10 "
326,385000,2021,"DA12 3LE","GRAVESEND","GRAVESHAM","KENT","DA12 "
327,340000,2021,"TN17 2RS","CRANBROOK","TUNBRIDGE WELLS","KENT","TN17 "
328,101500,2021,"CT9 2EQ","MARGATE","THANET","KENT","CT9 2"
329,174000,2021,"CT9 2EQ","MARGATE","THANET","KENT","CT9 2"
330,410000,2021,"KT16 0DF","CHERTSEY","RUNNYMEDE","SURREY","KT16 "
331,182500,2021,"RH1 3EE","REDHILL","REIGATE AND BANSTEAD","SURREY","RH1 3"
332,348000,2021,"CT4 8DU","CANTERBURY","ASHFORD","KENT","CT4 8"
333,595000,2021,"ME19 5NG","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
334,410000,2021,"RH19 2LA","EAST GRINSTEAD","TANDRIDGE","SURREY","RH19 "
335,320000,2021,"TN16 1HS","WESTERHAM","SEVENOAKS","KENT","TN16 "
336,492500,2021,"KT6 5RU","SURBITON","ELMBRIDGE","SURREY","KT6 5"
337,250000,2021,"GU21 8EG","WOKING","WOKING","SURREY","GU21 "
338,410000,2021,"TN12 9NW","TONBRIDGE","MAIDSTONE","KENT","TN12 "
339,340000,2021,"CT3 1AU","CANTERBURY","DOVER","KENT","CT3 1"
340,216500,2021,"KT20 6AN","TADWORTH","REIGATE AND BANSTEAD","SURREY","KT20 "
341,380000,2021,"TN27 8FS","ASHFORD","ASHFORD","KENT","TN27 "
342,425000,2021,"TN12 0EP","TONBRIDGE","MAIDSTONE","KENT","TN12 "
343,425000,2021,"CT4 6FE","CANTERBURY","CANTERBURY","KENT","CT4 6"
344,227500,2021,"TN12 0RW","TONBRIDGE","MAIDSTONE","KENT","TN12 "
345,645000,2021,"TN25 4FP","ASHFORD","ASHFORD","KENT","TN25 "
346,274000,2021,"ME15 8RG","MAIDSTONE","MAIDSTONE","KENT","ME15 "
347,490000,2021,"CT3 1NU","CANTERBURY","DOVER","KENT","CT3 1"
348,475000,2021,"ME16 9EY","MAIDSTONE","MAIDSTONE","KENT","ME16 "
